id,product_name,brand,price,reviews_count,avg_rate
749,Lino Jumbo Oats - 500 gm,Lino,EGP 34.00,67 verified ratings,4.8/5
750,American Eagle T-Shirt - Heather Grey,American Eagle,EGP 225.00,1 verified rating,5/5
751,Halwani Brothers Halwani Brothers Strawberry Jam - 750g,Halwani Brothers,EGP 29.88,12 verified ratings,4.8/5
752,Women's Sneaker White Color,(18 verified ratings),EGP 350.00,18 verified ratings,4.8/5
753,Andora Self Pattern Elastic Polyester Swim Short - Aqua,Andora,EGP 119.00,18 verified ratings,4.7/5
754,Cottonil Bundle Of Three Solid Fire Bra,Cottonil,EGP 129.99 - EGP 130.00,828 verified ratings,4.2/5
755,Cottonil Bundle Of Three Long Sleeves Snap Closure Bodysuit,Cottonil,EGP 149.99,60 verified ratings,4.4/5
756,Banana Divided Lunch Box - 1 L - Purple,Banana,EGP 79.00,,
757,Servet Sneakers Comfort Sport Shoes For Women - Black - Servet El Turkey,Servet,EGP 179.00 - EGP 242.25,3 verified ratings,4/5
758,Mero Herbs Pack Of 3 (Peppermint + Anise + Hibiscus ) + Free Mug 360g,Mero,EGP 24.00,10 verified ratings,4.5/5
759,Dice Bundle OF Three Mens Boxer Brief,Dice,EGP 129.99,33 verified ratings,4.6/5
760,Sports Tape - 5cm*5M,(58 verified ratings),EGP 69.89,58 verified ratings,3.7/5
761,Vebix Aspire Deodorant Roll-On – 50ml,Vebix,EGP 17.95,3 verified ratings,5/5
762,Tresemme Keratin Smooth and Straight Conditioner with Argan Oil and Protein - 200 ml,Tresemme,EGP 39.95,85 verified ratings,4.4/5
763,OneHand Basic Sweatshirt For Kids - Red,OneHand,EGP 165.00 - EGP 195.00,6 verified ratings,4.5/5
764,Sunsilk Coconut Moisture Hair Shampoo – 600ml,Sunsilk,EGP 46.95,14 verified ratings,4.6/5
765,Gawaher Spaghetti Pasta - 350g,Gawaher,EGP 8.00,1 verified rating,4/5
766,Dice Bundle Of Six Men Boxers,Dice,EGP 249.99,2295 verified ratings,4.2/5
767,120pcs Synthetic Resin Teeth Temporary Crown Veneers Anteri,(No ratings available),EGP 69.00,,
768,LC Waikiki Baby Collar Tulle Detailed Baby Girl Dress,LC Waikiki,EGP 175.00,3 verified ratings,4/5
769,Iku S1 1.8 Inches Display - 600 MAh Battery-Dark Blue,Iku,EGP 518.00,6 verified ratings,4/5
770,Elegant Leather Crossbody Bag - Black,(123 verified ratings),EGP 100.00,123 verified ratings,4/5
771,Giardino Tomato Paste – 360g,Giardino,EGP 13.75,8 verified ratings,4.6/5
772,Ciao Aqua Resist Matte Liquid Eye Liner - Waterproof,Ciao,EGP 45.00,111 verified ratings,4.4/5
773,"American Eagle 6"" Classic Boxer Brief",American Eagle,EGP 125.00,34 verified ratings,4.6/5
774,"Lampshade Led, Cartoon Shapes For Reading, Studying And Decorate",(44 verified ratings),EGP 129.99,44 verified ratings,4.2/5
775,LC Waikiki Crew Neck Short Sleeve Patterned Combed Cotton Men's T-Shirt,LC Waikiki,EGP 137.00,,
776,Defacto Woman Brown Pulover,Defacto,EGP 129.00,3 verified ratings,4.7/5
777,SHEIN Zircon Decor Bracelet,SHEIN,EGP 49.00,10 verified ratings,3.5/5
778,Staedtler 965 17 NBK- Scissors - 17Cm,Staedtler,EGP 32.91,8 verified ratings,4.9/5
779,Crystal Yellow Vegetable Ghee - 1.5 Kg,Crystal,EGP 71.55,19 verified ratings,4.5/5
780,Temmys Choco Pillow Flakes - 375gm,Temmys,EGP 47.45,106 verified ratings,4.6/5
781,Nokia 150 (2020) - 2.4-inch Dual SIM Mobile Phone -,Nokia,EGP 699.00,,
782,ORAL-B Charcoal Soft Whitening Therapy Toothbrush - 1 Pc,ORAL-B,EGP 38.95,3 verified ratings,3.7/5
783,LC Waikiki Crew Neck Straight Long Sleeve Oversize Poplin Women's Tunic,LC Waikiki,EGP 215.00,2 verified ratings,5/5
784,Cottonil Bundle Of Three Mens Boxer Briefs,Cottonil,EGP 199.99 - EGP 200.00,634 verified ratings,4.4/5
785,Wendy Wet Wipes Rose Scent Vitamin E – 24 Wipes,(1 verified rating),EGP 7.00,1 verified rating,5/5
786,Mackintosh Mackintosh’s Quality Street Chocolates -850gm,Mackintosh,EGP 287.00,57 verified ratings,4.2/5
787,White Soft Facial Tissue - 200 Tissue,White,EGP 10.00,35 verified ratings,4.4/5
788,VGR V-290-Rechargeable Hair Shaver,VGR,EGP 175.00,151 verified ratings,4.2/5
789,Dettol 3X Antibacterial Power Floor Cleaner - Lemon - 650 ml,Dettol,EGP 32.00,54 verified ratings,4.5/5
790,Closeup Toothpaste White Now Gold - 75ml,Closeup,EGP 32.95,11 verified ratings,4.9/5
791,Sunny Cooking Oil - 1.75 L,Sunny,EGP 73.35,19 verified ratings,4.7/5
792,Amana - Office Tools Organizer - Three Spaces For Storage - 1 Pc,(39 verified ratings),EGP 99.00,39 verified ratings,4/5
793,Abu Auf Jelly With Fruits Flavors - 225Gm,Abu Auf,EGP 17.00,36 verified ratings,4.3/5
794,Multi-grids Clothes Storage Organizer . 4Pcs,(19 verified ratings),EGP 144.99,19 verified ratings,4.8/5
795,Bow Pants For School - Sweatpants Kids Cotton100%,Bow,EGP 135.35,3 verified ratings,4.7/5
796,Depurdent Polishing Toothpaste For Extra White Teeth - 13 ML,Depurdent,EGP 50.00,13 verified ratings,4.7/5
797,Fabiola Fragrance Body Spray For Women - Jasmine - 100 ML,Fabiola,EGP 60.00,4 verified ratings,4.8/5
798,Luna Shower Gel With Twist Berries Luna - 500ml,Luna,EGP 40.00,7 verified ratings,4.9/5
799,Dettol Original Soap - 165g,Dettol,EGP 12.45,73 verified ratings,4.6/5
800,"Pampers Premium Care Diapers Size 3, Midi, 6-10 Kg (64 diapers)",Pampers,EGP 218.75,13 verified ratings,4.5/5
801,Dove <br /> Original Anti-Perspirant Spray for Women - 150 ml,Dove,EGP 49.95,55 verified ratings,4.6/5
802,American Eagle Active 24/7 Jogger,American Eagle,EGP 325.00,1 verified rating,5/5
803,Funny Bunny - Set Of (3) Pants - For NewBorn,Funny Bunny,EGP 99.00 - EGP 109.00,17 verified ratings,4.8/5
804,Mini Radio - Black,(184 verified ratings),EGP 154.00,184 verified ratings,4.3/5
805,Woman Slippers - White,(20 verified ratings),EGP 79.00,20 verified ratings,4.3/5
806,FEATHER Flamingo Razors Set - S (Face & Body),FEATHER,EGP 139.00,210 verified ratings,4.4/5
807,Grouhy EH-G-033201-SW.E Blender 2 Mill - 400w,Grouhy,EGP 299.00,,
808,Wendy Classic Super Soft Tissues 550 - 2 Ply,(4 verified ratings),EGP 16.00,4 verified ratings,4.8/5
809,Rexona Motion Sense V8 Antiperspirant Roll On for Men - 50ml,Rexona,EGP 25.75,18 verified ratings,4.8/5
810,Desert Fashion Clipper Slip On Sneakers For Men - Black,Desert,EGP 139.00,5 verified ratings,4.4/5
811,Dr. Oetker Whipping Cream - 40 gm,Dr. Oetker,EGP 8.40,16 verified ratings,4.4/5
812,Johnson's Body Care Moisturizing Cream Dry Skin - 170g,Johnson's,EGP 28.50,395 verified ratings,4.4/5
813,Tanako Long Lasting Nutritious Lip Balm + Gift Bag Dukan Alaa,Tanako,EGP 35.00,294 verified ratings,4.3/5
814,Lile BN-301 Ballerina Suede - Beige,(16 verified ratings),EGP 79.00 - EGP 127.00,16 verified ratings,4.8/5
815,American Eagle Striped Slim Fit Oxford Button-Up Shirt,American Eagle,EGP 450.00,141 verified ratings,4.6/5
816,Mesery Bundle Of Three Girls Set Of Top & Pantie,Mesery,EGP 149.00,17 verified ratings,4.2/5
817,Luna Emollient Cream For Hand & Body - Cocoa Butter - 300 Ml,Luna,EGP 96.00,234 verified ratings,4.5/5
818,LC Waikiki Elastic Waist Basic Pleated Girl's Sweatpants,LC Waikiki,EGP 137.00 - EGP 229.00,3 verified ratings,5/5
819,SHEIN 1pc Round Pointer Quartz Watch & 5pcs Bracelet-0729,SHEIN,EGP 249.00,28 verified ratings,3.9/5
820,Bonjour Waterproof Kohl Pencil - Blue,Bonjour,EGP 39.99,21 verified ratings,3.9/5
821,Iku S1 1.8 Inches Display - 600 MAh Battery-Black,Iku,EGP 518.00,3 verified ratings,4.7/5
822,Might Cinema New Calssic Highlighter And Eyeshadow Palette,Might Cinema,EGP 119.00,66 verified ratings,4.5/5
823,Cottonil Bundle OF (4) Men Socks Half Towel,Cottonil,EGP 129.99,665 verified ratings,4.4/5
824,Nescafe 3 in1 Vanilla Pack - 24 Pcs x 18gm,Nescafe,EGP 57.95,13 verified ratings,4.4/5
825,"Harpic Harpic Power Plus Toilet Cleaner, 100% Limescale Remover, 700ml - Pack of 2 @25%",Harpic,EGP 73.95,41 verified ratings,4.8/5
826,Rani Peach Float Super Fruit Drink – 240ml,Rani,EGP 7.45,14 verified ratings,4.5/5
827,LC Waikiki Basic Cotton Boy's Boxer 3-Pack,LC Waikiki,EGP 119.00 - EGP 199.00,1 verified rating,5/5
828,Sokany Hand Blender Coffee Corded,Sokany,EGP 185.00,15 verified ratings,4.7/5
829,Nokia 105 Dual Sim - Mobile Phone - Black,Nokia,EGP 375.00,2 verified ratings,4.5/5
830,Adidas ADILETTE AQUA SLIDES UNISEX,Adidas,EGP 529.00,4 verified ratings,4.8/5
831,Me Now Pro Eyebrow Powder Makeup Kit Long Lasting With Brush - 02 - 0.6g,Me Now Pro,EGP 99.00,191 verified ratings,4.5/5
832,Dice Bundle Of Six Men Boxers,Dice,EGP 239.99,1650 verified ratings,4.3/5
833,Women Sock Sneakers,(2 verified ratings),EGP 169.15,2 verified ratings,5/5
834,Oreo Chocolate Cookies original –3 Cookies-27.6 gm- 12 PCs,Oreo,EGP 34.95,2 verified ratings,5/5
835,Izor Mandarin Collar Short Sleeves T-shirt - Blue,Izor,EGP 119.00,286 verified ratings,4.2/5
836,Penduline Shampoo For Babies - 250Ml,Penduline,EGP 105.00,723 verified ratings,4.4/5
837,Wet Baby Sensitive Wipes Chamomile - Vitamin E – 24 Wipes,(5 verified ratings),EGP 7.00,5 verified ratings,4.8/5
838,LC Waikiki Crew Neck Printed Short Sleeve Boy'S Short Pajamas Set,LC Waikiki,EGP 119.00,7 verified ratings,5/5
839,Sokany Thermal Hair Comb - Green - 950 F,Sokany,EGP 139.00,2 verified ratings,5/5
840,L'Oreal Paris Colour Riche Extraordinaire Lipcolour - 104 Dancing Rose,L'Oreal Paris,EGP 99.00,34 verified ratings,4.3/5
841,Brooke Bond Red N Label Dust Black Tea - 225 Gm,Brooke Bond,EGP 26.30,5 verified ratings,4.6/5
842,Scale Bathroom IOS Android Monitor - Body - Bluetooth,(145 verified ratings),EGP 310.00,145 verified ratings,4.3/5
843,Hero Honey - 28.3g,Hero,EGP 7.80,3 verified ratings,3.7/5
844,Axe Gold Temptation Spray For Men - 150ml,Axe,EGP 53.45,700 verified ratings,4.5/5
845,Al Attar Cumin & Lemon Herbal Tea 20 Bags,Al Attar,EGP 28.00,44 verified ratings,4.7/5
846,Adidas Dynamic Pulse - For Men - EDT - 100ml,Adidas,EGP 144.99,891 verified ratings,4.2/5
847,"Silicone Cushioned Syrup For Cracked Feet For Whitening Feet And Moisturizing Heels. ,(Color May Vary)",(23 verified ratings),EGP 99.99,23 verified ratings,4.3/5
848,Quick Dissolving Gum Arabic 150 Gram,(43 verified ratings),EGP 50.00,43 verified ratings,4.1/5
849,Dettol Antiseptic Disinfectant All-Purpose Surface Cleaner – 475mlL,Dettol,EGP 59.80,25 verified ratings,4.7/5
850,XIAOMI VXN4305GL Redmi Power Bank - 10000mAh - Black,XIAOMI,EGP 283.44,,
851,LC Waikiki Polo Neck Short Sleeve Piqué Men's T-Shirt,LC Waikiki,EGP 229.00,,
852,Black Face Mask 50pcs Disposable Masks Breathable 3 Layer Masks Mouth Cover For Adult,(2603 verified ratings),EGP 28.00,2603 verified ratings,3.8/5
853,Aquafresh My Big Teeth Toothpaste 6-8 Years - 50ml,Aquafresh,EGP 17.44,2 verified ratings,5/5
854,Defacto Woman Purple Short Sleeve T-Shirt,Defacto,EGP 64.00,1 verified rating,5/5
855,Kady Baby Soft Hooded Footies - Peru,Kady,EGP 75.00,7 verified ratings,4/5
856,Temmys Corn Flakes – 1000gm,Temmys,EGP 81.95,231 verified ratings,4.7/5
857,American Eagle Original Straight Jean,American Eagle,EGP 540.00,104 verified ratings,4.3/5
858,American Eagle Classic Fit Oxford Button-Up Shirt,American Eagle,EGP 400.00,318 verified ratings,4.6/5
859,Men's Casual Shoes-P1 - WHITE,(No ratings available),EGP 157.25,,
860,Me Now Pro Lengthening Lashes Doubling Mascara - 12 Ml - 01,Me Now Pro,EGP 49.00,118 verified ratings,4.2/5
861,Mesery Bundle OF Six Men Boxers,Mesery,EGP 199.99,86 verified ratings,3.9/5
862,Dice 100% Cotton Three Sleeveless Solid Men T-shirt -White,Dice,EGP 110.00 - EGP 129.99,110 verified ratings,4.2/5
863,Bundle OF ( 6 ) Creative Women Socks,(15 verified ratings),EGP 39.00,15 verified ratings,4.3/5
864,Men's Leather 3 Pockets Handbag,(57 verified ratings),EGP 55.00,57 verified ratings,4.3/5
865,Me Now Pro Longlasting & Waterproof Eyebrow Powder - B - 4g,Me Now Pro,EGP 99.00,34 verified ratings,4.2/5
866,Staedtler Textsurfer Classic 364-1 Highlighter - Yellow,Staedtler,EGP 15.50,2 verified ratings,4.5/5
867,Mesery Full Slim Pants For Women - Black,Mesery,EGP 79.99,374 verified ratings,4.1/5
868,Staedtler Jumbo Wax crayon 12 Colors - 2290 NC - 12 Pcs,Staedtler,EGP 45.00,4 verified ratings,4.3/5
869,Stainless Steel Lemon Juicer,(315 verified ratings),EGP 29.95,315 verified ratings,3.9/5
870,Italiano Small Rings Pasta – 1 KG,Italiano,EGP 21.95,99 verified ratings,4.7/5
871,Beesline Whitening Roll On Deodorant - INSTANT WHITE+ VITAMIN C -50ML,Beesline,EGP 275.00,5 verified ratings,5/5
872,Smart Digital Bathroom Scale - 180Kg,(330 verified ratings),EGP 271.50,330 verified ratings,4.3/5
873,Illy Bubbly White Musk Hand Wash - 400ml,Illy Bubbly,EGP 40.00,35 verified ratings,4.5/5
874,Palmolive Feel The Massage Shower Gel - 250ml,Palmolive,EGP 24.78,,
875,Garnier Skin Active Fast Bright Cream With Vitamin C- 25ml,Garnier,EGP 30.00,,
876,SHEIN 3pcs Leopard Pattern Buckle Belt-5097,SHEIN,EGP 149.00,202 verified ratings,4.2/5
877,Starville Whitening Roll On Orient Pearl Offer,Starville Whitening,EGP 140.00,,
878,Fairy Ultra Original 420 2 LE,Fairy,EGP 24.95,9 verified ratings,4.2/5
879,Izor Mandarin Collar T-Shirt - Light Pink,Izor,EGP 119.00,337 verified ratings,4.2/5
880,Bright Look Whitening And Exfoliating Cream - Set Of 2 - 50 Gm,Bright Look,EGP 180.00,69 verified ratings,4.1/5
881,Chertex Men Slim Sweatpants - Black,Chertex,EGP 450.00 - EGP 495.00,68 verified ratings,3.9/5
882,Dettol Anti-Bacterial Skincare Soap Bar – 115gm – 4 PCs,Dettol,EGP 35.00,20 verified ratings,4.5/5
883,American Eagle Thermal,American Eagle,EGP 225.00,11 verified ratings,4.5/5
884,Garlic Mincer Pull,(762 verified ratings),EGP 57.99,762 verified ratings,3.9/5
885,Crystal Corn Oil 1.6 Liter,Crystal,EGP 87.35,108 verified ratings,4.6/5
886,Dermatique Maquillage Corrective Foundation Medium SPF 30 – 30ml,Dermatique,EGP 170.00,122 verified ratings,4.2/5
887,"Smart Scent Car Freshener, Smart Scent, Bubble Gum XXL Paper",Smart Scent,EGP 16.00,22 verified ratings,4.5/5
888,Activ Set Of 3 Anklet Socks - White,Activ,EGP 109.00,3 verified ratings,5/5
889,KIDS SNEAKER SHOES-BLACK,(153 verified ratings),EGP 210.00,153 verified ratings,4.5/5
890,Kemei KM -5031 -11 In1 Professional HairClipper +Gift Bag,Kemei,EGP 345.00,627 verified ratings,4.1/5
891,General Men's Winter Stretch Melton Comfortable 1019/Dark Red,General,EGP 230.00,,
892,Kady Line Neck & Short Sleeves Solid T-shirt - Heather Grey,Kady,EGP 65.00,48 verified ratings,4.2/5
893,Vaseline Intensive Care Aloe Soothe Lotion 400ml,Vaseline,EGP 105.00,183 verified ratings,4.5/5
894,Women's Fashion Sneakers Flat - Comfortable _ White,(3 verified ratings),EGP 185.00,3 verified ratings,3.7/5
895,LC Waikiki Crew Neck Short Sleeve Printed Cotton Baby Girl T-Shirt And Tights Set Of 2,LC Waikiki,EGP 169.00,2 verified ratings,5/5
896,Negmet El Zeitoun Natural White Vinegar - 500 Ml,Negmet El Zeitoun,EGP 7.00,47 verified ratings,4.1/5
897,Ho Holland Men's Polo Shirt - White,Ho Holland,EGP 179.00,161 verified ratings,4/5
898,Glasgow Perforated Slide Slippers For Men - Navy,(61 verified ratings),EGP 58.65,61 verified ratings,4.3/5
899,Cottonil Bundle OF (3) Full Sleeve Round Neck T- Shirts - For Boys,Cottonil,EGP 149.99 - EGP 159.99,142 verified ratings,4.4/5
900,Mesery Bundle OF Two Cotton Women Legging - Black,Mesery,EGP 149.99,184 verified ratings,4.3/5
901,Dermatique Purifying Toner 200ml,Dermatique,EGP 125.00,71 verified ratings,4.4/5
902,Embrator Bundle OF Six Pure Cotton Half Sleeve - White,Embrator,EGP 299.00,225 verified ratings,4.5/5
903,Daria White Basmati Rice -1 Kg,Daria,EGP 57.60,9 verified ratings,4.3/5
904,Pretty Woman 2 In 1 Transparent Mascara - 8ml,Pretty Woman,EGP 42.00,33 verified ratings,4.1/5
905,Mothercare My First Reversible Velour Jacket,Mothercare,EGP 235.00,27 verified ratings,4.9/5
906,Might Cinema Eyebrow Powder With Brush,Might Cinema,EGP 49.00,66 verified ratings,4.2/5
907,American Eagle Fleece Zip-Up Hoodie,American Eagle,EGP 550.00,83 verified ratings,4.7/5
908,Bundle Of (10) Women Ankle Socks For Women,(622 verified ratings),EGP 46.00,622 verified ratings,3.8/5
909,LC Waikiki Crew Neck Printed Short Sleeve Boy T-Shirt,LC Waikiki,EGP 77.00,2 verified ratings,4.5/5
910,American Eagle Slim Fit Oxford Button-Up Shirt,American Eagle,EGP 450.00,15 verified ratings,4.6/5
911,BN-301 Ballerina Leather - Black,(26 verified ratings),EGP 79.00 - EGP 127.00,26 verified ratings,4.5/5
912,Essence I Love Extreme Crazy Volume Mascara - 12ml,Essence,EGP 110.00,258 verified ratings,4.4/5
913,Cottonil Bundle OF Three Solid Under Pants - For Men,Cottonil,EGP 210.00 - EGP 299.00,248 verified ratings,4/5
914,Caesar Casual Jeans Jacket Blue For Men,Caesar,EGP 294.00,5 verified ratings,4.8/5
915,Starville Whitening Roll On Fragrance Free Offer,Starville Whitening,EGP 150.00,2 verified ratings,4.5/5
916,American Eagle Slim Fit Oxford Button-Up Shirt,American Eagle,EGP 400.00,233 verified ratings,4.6/5
917,Izor Mandarin Collar T-Shirt - Light Pink,Izor,EGP 119.00,337 verified ratings,4.2/5
918,L'Oreal Paris Paradise Exotic Intense Volume Mascara With Castor Oil - 01 Black,L'Oreal Paris,EGP 240.00,1343 verified ratings,4.4/5
919,RUN EG Boots Suede -Black,(61 verified ratings),EGP 185.00,61 verified ratings,3.9/5
920,Pack Of (6) Unisex Printed Socks,(210 verified ratings),EGP 39.00,210 verified ratings,3.8/5
921,American Eagle Slim Fit Oxford Button-Up Shirt,American Eagle,EGP 450.00,197 verified ratings,4.6/5
922,LC Waikiki Crew Neck Short Sleeve Basic Baby Girl T-Shirt 2 Pieces,LC Waikiki,EGP 71.00,2 verified ratings,3/5
923,Mesery Cotton Legging - Black,Mesery,EGP 79.00,21 verified ratings,4.4/5
924,Royal Fusilli Pasta - 400g,Royal,EGP 9.00,17 verified ratings,4.2/5
925,Sokany Multi-purpose Blender 7 Speed - 4500 W,Sokany,EGP 780.00,43 verified ratings,4.2/5
926,Cottonil Bundle OF Four Plain Liner Socks,Cottonil,EGP 119.99,471 verified ratings,4.1/5
927,The PACK Paper Cups For Coffee And Espresso - 4Oz - 50 Pcs,The PACK,EGP 18.00,31 verified ratings,4.5/5
928,Healthy Spread Protein 375g,Healthy Spread,EGP 110.00,7 verified ratings,5/5
929,"Pavone Tri-Tone Self Patterned Cotton Tee - Dark Grey, White & Grey",Pavone,EGP 109.00,4 verified ratings,3.5/5
930,1Pcs Kitchen Baking Glass Oil Sprayer .100 Ml,(192 verified ratings),EGP 59.99,192 verified ratings,4.1/5
931,SHEIN 1pair Simple Glasses-8621,SHEIN,EGP 165.00,10 verified ratings,4.2/5
932,Bourjois Volume Glamour Max Definition Mascara - 61 Ultra Black,Bourjois,EGP 89.00,2 verified ratings,3.5/5
933,Defacto Man Black Knitted Bottom Jogger,Defacto,EGP 184.00,14 verified ratings,4.4/5
934,L'Oreal Paris Elvive Dream Long Conditioner For Weakened Long Hair - 400ml,L'Oreal Paris,EGP 55.85,,
935,Mesery Bundle Of (4) Cotton Stretch Plain Spaghetti Tops,Mesery,EGP 159.99,30 verified ratings,4.4/5
936,Lipton Mint Green Tea Bags - 100 Tea Bags,Lipton,EGP 58.00,84 verified ratings,4.7/5
937,LC Waikiki Women's High Waist Skinny Fit Pocket Detailed Jean Trousers,LC Waikiki,EGP 179.00 - EGP 299.00,2 verified ratings,5/5
938,Delhi Front Logo Two-Tone Slide Slippers For Men - Black & Blue,(104 verified ratings),EGP 58.65,104 verified ratings,4.3/5
939,LC Waikiki Baby Collar Checked Patterned Cotton Baby Girl Dress,LC Waikiki,EGP 119.00,13 verified ratings,4.9/5
940,LC Waikiki Crew Neck Printed Short Sleeve Cotton Women's T-Shirt,LC Waikiki,EGP 89.00,1 verified rating,5/5
941,Palmolive Honey And Milk Shower Gel - 250ml,Palmolive,EGP 24.78,1 verified rating,4/5
942,White Large Facial Tissues - 550 Tissues – 3 Layers,White,EGP 20.75,46 verified ratings,4.4/5
943,Paita Backpack - Havan,(71 verified ratings),EGP 161.50,71 verified ratings,4.5/5
944,Regina Pasta Vermicelli - 400g,Regina,EGP 10.95,100 verified ratings,4.6/5
945,Andora Teal Blue Classic Collar Pique Polo Shirt,Andora,EGP 149.00,3 verified ratings,4.7/5
946,Gillette Venus Shaving Razor With Blades - 4 Pieces - 7702018469789,Gillette,EGP 189.00,49 verified ratings,4.8/5
947,SHEIN 3pcs Rhinestone Decor Jewelry Set-8024,SHEIN,EGP 79.00,18 verified ratings,4.3/5
948,Rani Mango Float Super Fruit Drink – 240ml,Rani,EGP 7.45,16 verified ratings,4.7/5
949,Kesh King Anti-Hair Fall Shampoo - 340 Ml,Kesh King,EGP 144.90,188 verified ratings,4.4/5
950,L'Oreal Paris Elvive Shampoo Extraordinary Oil Jojoba - Very Dry Hair 600ml,L'Oreal Paris,EGP 70.10,,
951,ًWomen Fashion Black Boot- From Fast Deals,(611 verified ratings),EGP 143.65 - EGP 169.00,611 verified ratings,4.1/5
952,Zeyada Tahini Samsm From Zeyada– 1 Kg,Zeyada,EGP 75.00,10 verified ratings,4.6/5
953,Lipton Black Tea new Tawlefa - 100 Tea Bags,Lipton,EGP 49.10,170 verified ratings,4.4/5
954,Ice Club Women Leather Shoes- Black,Ice Club,EGP 185.00,36 verified ratings,3.8/5
955,Tresemme Pack of Botanix Curl Hydration Shampoo 400 ml + Botanix Curl Hydration Hair Conditioner – 400 ml,Tresemme,EGP 113.95,153 verified ratings,4.5/5
956,NIVEA Invisible Black & White Original Antiperspirant Deodorant Stick - For Women - 40ml,NIVEA,EGP 61.00,210 verified ratings,4.6/5
957,Servet Sneakers Comfort Sport Shoes For Women - Beige - Servet El Turkey,Servet,EGP 242.25,20 verified ratings,4.8/5
958,American Eagle Stretch Mom Jean,American Eagle,EGP 550.00,15 verified ratings,4.8/5
